date0;time0;power-ss13-max;power-ss13-min;power-ss13-ave;date1;time1;power-gen-max;power-gen-min;power-gen-ave;date2;time2;power-con-max;power-con-min;power-con-ave;date3;time3;power-gen-wt-max;power-gen-wt-min;power-gen-wt-ave;date4;time4;power-gen-pv-max;power-gen-pv-min;power-gen-pv-ave;date5;time5;storage-charge-max;storage-charge-min;storage-charge-ave
09/01/2022;12:00:00 am;1050.575;876.894;963.974;09/01/2022;12:00:00 am;179.281;179.281;179.281;09/01/2022;12:00:00 am;1160.203;1127.843;1141.607;09/01/2022;12:00:00 am;282.116;120.853;193.518;09/01/2022;12:00:00 am;-2.770;-2.834;-2.807;;;;;
09/01/2022;12:05:00 am;1092.175;961.375;1031.338;09/01/2022;12:05:00 am;129.685;129.685;129.685;09/01/2022;12:05:00 am;1205.172;1159.911;1169.553;09/01/2022;12:05:00 am;218.526;99.484;153.308;09/01/2022;12:05:00 am;-2.771;-2.833;-2.806;;;;;
09/01/2022;12:10:00 am;1072.694;967.079;1015.998;09/01/2022;12:10:00 am;192.938;192.938;192.938;09/01/2022;12:10:00 am;1192.332;1149.346;1168.808;09/01/2022;12:10:00 am;207.661;101.703;167.285;09/01/2022;12:10:00 am;-2.764;-2.827;-2.791;;;;;
09/01/2022;12:15:00 am;1092.481;971.890;1032.842;09/01/2022;12:15:00 am;108.244;108.244;108.244;09/01/2022;12:15:00 am;1186.376;1130.075;1155.693;09/01/2022;12:15:00 am;179.135;101.504;137.065;09/01/2022;12:15:00 am;-2.787;-2.809;-2.795;;;;;
09/01/2022;12:20:00 am;1100.521;940.969;1026.473;09/01/2022;12:20:00 am;193.685;193.685;193.685;09/01/2022;12:20:00 am;1186.688;1130.103;1146.708;09/01/2022;12:20:00 am;208.012;58.612;134.620;09/01/2022;12:20:00 am;-2.787;-2.822;-2.804;;;;;
09/01/2022;12:25:00 am;1091.907;945.177;1029.732;09/01/2022;12:25:00 am;63.873;63.873;63.873;09/01/2022;12:25:00 am;1132.507;1107.943;1123.418;09/01/2022;12:25:00 am;185.357;55.182;108.175;09/01/2022;12:25:00 am;-2.786;-2.811;-2.799;;;;;
09/01/2022;12:30:00 am;1060.393;950.744;1008.746;09/01/2022;12:30:00 am;108.573;108.573;108.573;09/01/2022;12:30:00 am;1137.366;1102.934;1126.012;09/01/2022;12:30:00 am;182.086;87.599;129.061;09/01/2022;12:30:00 am;-2.790;-2.823;-2.805;;;;;
09/01/2022;12:35:00 am;1096.782;1004.860;1044.127;09/01/2022;12:35:00 am;120.477;120.477;120.477;09/01/2022;12:35:00 am;1159.330;1127.099;1141.224;09/01/2022;12:35:00 am;138.654;68.622;108.905;09/01/2022;12:35:00 am;-2.804;-2.823;-2.814;;;;;
09/01/2022;12:40:00 am;1104.171;1033.093;1066.748;09/01/2022;12:40:00 am;107.788;107.788;107.788;09/01/2022;12:40:00 am;1189.622;1134.123;1154.042;09/01/2022;12:40:00 am;119.539;70.722;98.696;09/01/2022;12:40:00 am;-2.792;-2.823;-2.804;;;;;
09/01/2022;12:45:00 am;1075.984;941.245;1014.171;09/01/2022;12:45:00 am;117.300;117.300;117.300;09/01/2022;12:45:00 am;1193.965;1108.809;1133.076;09/01/2022;12:45:00 am;185.431;89.852;130.800;09/01/2022;12:45:00 am;-2.802;-2.834;-2.816;;;;;
09/01/2022;12:50:00 am;1086.525;1029.746;1062.041;09/01/2022;12:50:00 am;105.493;105.493;105.493;09/01/2022;12:50:00 am;1162.478;1129.654;1141.981;09/01/2022;12:50:00 am;117.242;59.076;91.779;09/01/2022;12:50:00 am;-2.805;-2.826;-2.816;;;;;
09/01/2022;12:55:00 am;1101.415;991.772;1051.024;09/01/2022;12:55:00 am;110.975;110.975;110.975;09/01/2022;12:55:00 am;1193.969;1128.333;1153.279;09/01/2022;12:55:00 am;164.424;71.559;114.138;09/01/2022;12:55:00 am;-2.802;-2.840;-2.817;;;;;
09/01/2022;1:00:00 am;1071.469;951.602;1029.355;09/01/2022;1:00:00 am;100.200;100.200;100.200;09/01/2022;1:00:00 am;1155.961;1120.934;1136.154;09/01/2022;1:00:00 am;203.268;83.540;122.190;09/01/2022;1:00:00 am;-2.803;-2.830;-2.820;;;;;
09/01/2022;1:05:00 am;1089.165;957.761;1025.482;09/01/2022;1:05:00 am;82.417;82.417;82.417;09/01/2022;1:05:00 am;1172.312;1118.057;1134.570;09/01/2022;1:05:00 am;176.939;84.123;125.421;09/01/2022;1:05:00 am;-2.808;-2.833;-2.820;;;;;
09/01/2022;1:10:00 am;1061.108;946.982;989.483;09/01/2022;1:10:00 am;170.875;170.875;170.875;09/01/2022;1:10:00 am;1136.864;1093.503;1118.620;09/01/2022;1:10:00 am;186.258;83.890;144.389;09/01/2022;1:10:00 am;-2.828;-2.843;-2.833;;;;;
09/01/2022;1:15:00 am;1072.321;944.072;1019.864;09/01/2022;1:15:00 am;108.197;108.197;108.197;09/01/2022;1:15:00 am;1146.154;1123.235;1135.948;09/01/2022;1:15:00 am;194.284;88.926;130.441;09/01/2022;1:15:00 am;-2.821;-2.847;-2.834;;;;;
09/01/2022;1:20:00 am;1031.029;943.373;999.915;09/01/2022;1:20:00 am;106.351;106.351;106.351;09/01/2022;1:20:00 am;1134.715;1100.920;1124.049;09/01/2022;1:20:00 am;169.212;105.933;135.762;09/01/2022;1:20:00 am;-2.831;-2.853;-2.841;;;;;
09/01/2022;1:25:00 am;1025.790;911.706;985.468;09/01/2022;1:25:00 am;130.979;130.979;130.979;09/01/2022;1:25:00 am;1118.772;1094.750;1102.301;09/01/2022;1:25:00 am;196.212;93.302;128.434;09/01/2022;1:25:00 am;-2.827;-2.840;-2.835;;;;;
09/01/2022;1:30:00 am;1067.356;941.827;1034.238;09/01/2022;1:30:00 am;129.584;129.584;129.584;09/01/2022;1:30:00 am;1159.080;1112.828;1142.432;09/01/2022;1:30:00 am;183.931;95.419;119.771;09/01/2022;1:30:00 am;-2.816;-2.853;-2.832;;;;;
09/01/2022;1:35:00 am;1076.147;1006.068;1051.861;09/01/2022;1:35:00 am;101.425;101.425;101.425;09/01/2022;1:35:00 am;1166.357;1104.834;1135.360;09/01/2022;1:35:00 am;121.714;63.279;95.149;09/01/2022;1:35:00 am;-2.819;-2.844;-2.830;;;;;
09/01/2022;1:40:00 am;1094.660;969.558;1048.226;09/01/2022;1:40:00 am;95.415;95.415;95.415;09/01/2022;1:40:00 am;1163.067;1120.364;1141.646;09/01/2022;1:40:00 am;176.473;74.784;105.035;09/01/2022;1:40:00 am;-2.827;-2.847;-2.835;;;;;
09/01/2022;1:45:00 am;1105.598;1032.320;1056.771;09/01/2022;1:45:00 am;117.944;117.944;117.944;09/01/2022;1:45:00 am;1181.958;1115.025;1136.199;09/01/2022;1:45:00 am;128.904;72.908;91.161;09/01/2022;1:45:00 am;-2.829;-2.847;-2.839;;;;;
09/01/2022;1:50:00 am;1115.064;1044.326;1080.290;09/01/2022;1:50:00 am;60.014;60.014;60.014;09/01/2022;1:50:00 am;1172.116;1122.005;1138.378;09/01/2022;1:50:00 am;123.200;39.671;69.846;09/01/2022;1:50:00 am;-2.829;-2.871;-2.847;;;;;
09/01/2022;1:55:00 am;1111.868;1054.677;1083.040;09/01/2022;1:55:00 am;56.930;56.930;56.930;09/01/2022;1:55:00 am;1161.680;1120.398;1137.956;09/01/2022;1:55:00 am;79.328;44.478;66.716;09/01/2022;1:55:00 am;-2.841;-2.866;-2.856;;;;;
09/01/2022;2:00:00 am;1118.492;1076.050;1097.865;09/01/2022;2:00:00 am;47.457;47.457;47.457;09/01/2022;2:00:00 am;1164.760;1123.766;1140.438;09/01/2022;2:00:00 am;61.268;43.481;54.276;09/01/2022;2:00:00 am;-2.844;-2.876;-2.860;;;;;
09/01/2022;2:05:00 am;1262.920;1028.263;1100.358;09/01/2022;2:05:00 am;55.302;55.302;55.302;09/01/2022;2:05:00 am;1346.699;1104.198;1159.586;09/01/2022;2:05:00 am;95.530;36.392;70.977;09/01/2022;2:05:00 am;-2.859;-2.882;-2.869;;;;;
09/01/2022;2:10:00 am;1323.729;1003.033;1093.207;09/01/2022;2:10:00 am;77.822;77.822;77.822;09/01/2022;2:10:00 am;1378.661;1095.567;1162.219;09/01/2022;2:10:00 am;111.727;59.540;81.387;09/01/2022;2:10:00 am;-2.848;-2.883;-2.869;;;;;
09/01/2022;2:15:00 am;1091.782;993.326;1046.140;09/01/2022;2:15:00 am;79.130;79.130;79.130;09/01/2022;2:15:00 am;1136.356;1096.968;1118.303;09/01/2022;2:15:00 am;119.614;51.630;88.122;09/01/2022;2:15:00 am;-2.860;-2.885;-2.872;;;;;
09/01/2022;2:20:00 am;1105.877;1031.454;1053.007;09/01/2022;2:20:00 am;55.381;55.381;55.381;09/01/2022;2:20:00 am;1191.190;1105.809;1122.412;09/01/2022;2:20:00 am;118.045;64.037;85.374;09/01/2022;2:20:00 am;-2.859;-2.912;-2.888;;;;;
09/01/2022;2:25:00 am;1295.724;948.249;1051.084;09/01/2022;2:25:00 am;94.787;94.787;94.787;09/01/2022;2:25:00 am;1399.255;1101.401;1157.012;09/01/2022;2:25:00 am;171.403;92.530;120.704;09/01/2022;2:25:00 am;-2.882;-2.919;-2.902;;;;;
09/01/2022;2:30:00 am;1108.372;984.100;1034.388;09/01/2022;2:30:00 am;70.532;70.532;70.532;09/01/2022;2:30:00 am;1184.241;1134.608;1151.444;09/01/2022;2:30:00 am;188.795;85.149;131.346;09/01/2022;2:30:00 am;-2.894;-2.923;-2.911;;;;;
09/01/2022;2:35:00 am;1088.637;961.107;1048.424;09/01/2022;2:35:00 am;183.841;183.841;183.841;09/01/2022;2:35:00 am;1144.948;1098.869;1121.841;09/01/2022;2:35:00 am;198.473;39.968;87.967;09/01/2022;2:35:00 am;-2.911;-2.927;-2.920;;;;;
09/01/2022;2:40:00 am;1273.861;980.030;1053.786;09/01/2022;2:40:00 am;49.526;49.526;49.526;09/01/2022;2:40:00 am;1367.729;1089.903;1136.068;09/01/2022;2:40:00 am;137.461;64.941;96.873;09/01/2022;2:40:00 am;-2.901;-2.934;-2.925;;;;;
09/01/2022;2:45:00 am;1053.568;949.384;1007.254;09/01/2022;2:45:00 am;80.249;80.249;80.249;09/01/2022;2:45:00 am;1113.400;1074.704;1097.155;09/01/2022;2:45:00 am;150.558;67.984;102.661;09/01/2022;2:45:00 am;-2.914;-2.937;-2.926;;;;;
09/01/2022;2:50:00 am;1075.742;941.102;996.556;09/01/2022;2:50:00 am;167.139;167.139;167.139;09/01/2022;2:50:00 am;1115.277;1090.148;1106.579;09/01/2022;2:50:00 am;179.020;51.414;122.004;09/01/2022;2:50:00 am;-2.921;-2.938;-2.932;;;;;
