date0;time0;power-ss13-max;power-ss13-min;power-ss13-ave;date1;time1;power-gen-max;power-gen-min;power-gen-ave;date2;time2;power-con-max;power-con-min;power-con-ave;date3;time3;power-gen-wt-max;power-gen-wt-min;power-gen-wt-ave;date4;time4;power-gen-pv-max;power-gen-pv-min;power-gen-pv-ave;date5;time5;storage-charge-max;storage-charge-min;storage-charge-ave
02/01/2023;12:00:00 am;1134.992;1009.662;1079.626;02/01/2023;12:00:00 am;188.430;188.430;188.430;02/01/2023;12:00:00 am;1242.169;1189.961;1210.470;02/01/2023;12:00:00 am;204.289;57.431;134.848;02/01/2023;12:00:00 am;-1.340;-2.753;-2.590;02/01/2023;12:00:00 am;;;
02/01/2023;12:05:00 am;1102.080;1003.687;1061.099;02/01/2023;12:05:00 am;204.877;204.877;204.877;02/01/2023;12:05:00 am;1252.347;1190.639;1214.965;02/01/2023;12:05:00 am;242.760;102.481;156.682;02/01/2023;12:05:00 am;-1.309;-2.701;-1.458;02/01/2023;12:05:00 am;;;
02/01/2023;12:10:00 am;1103.245;788.519;987.777;02/01/2023;12:10:00 am;106.369;106.369;106.369;02/01/2023;12:10:00 am;1312.853;1209.614;1243.503;02/01/2023;12:10:00 am;528.344;108.786;259.834;02/01/2023;12:10:00 am;-1.304;-2.913;-2.579;02/01/2023;12:10:00 am;;;
02/01/2023;12:15:00 am;1054.316;782.815;936.692;02/01/2023;12:15:00 am;344.905;344.905;344.905;02/01/2023;12:15:00 am;1298.261;1195.862;1238.338;02/01/2023;12:15:00 am;520.544;146.771;306.301;02/01/2023;12:15:00 am;-2.886;-2.933;-2.905;02/01/2023;12:15:00 am;;;
02/01/2023;12:20:00 am;1063.928;894.075;991.533;02/01/2023;12:20:00 am;182.893;182.893;182.893;02/01/2023;12:20:00 am;1224.989;1190.646;1205.289;02/01/2023;12:20:00 am;334.950;143.391;216.341;02/01/2023;12:20:00 am;-2.866;-2.921;-2.896;02/01/2023;12:20:00 am;;;
02/01/2023;12:25:00 am;1036.874;832.492;944.128;02/01/2023;12:25:00 am;309.909;309.909;309.909;02/01/2023;12:25:00 am;1272.669;1189.010;1235.272;02/01/2023;12:25:00 am;445.261;164.431;295.613;02/01/2023;12:25:00 am;-2.904;-2.946;-2.918;02/01/2023;12:25:00 am;;;
02/01/2023;12:30:00 am;1022.986;835.987;930.598;02/01/2023;12:30:00 am;425.548;425.548;425.548;02/01/2023;12:30:00 am;1267.533;1192.704;1224.303;02/01/2023;12:30:00 am;430.576;174.164;298.178;02/01/2023;12:30:00 am;-2.812;-2.862;-2.836;02/01/2023;12:30:00 am;;;
02/01/2023;12:35:00 am;1041.274;844.595;956.143;02/01/2023;12:35:00 am;388.526;388.526;388.526;02/01/2023;12:35:00 am;1233.120;1170.671;1197.062;02/01/2023;12:35:00 am;392.460;137.061;245.541;02/01/2023;12:35:00 am;-2.768;-2.875;-2.802;02/01/2023;12:35:00 am;;;
02/01/2023;12:40:00 am;1077.384;604.437;933.117;02/01/2023;12:40:00 am;276.056;276.056;276.056;02/01/2023;12:40:00 am;1258.372;1173.204;1209.820;02/01/2023;12:40:00 am;659.191;118.840;281.750;02/01/2023;12:40:00 am;-2.898;-3.088;-2.992;02/01/2023;12:40:00 am;;;
02/01/2023;12:45:00 am;969.966;313.124;630.404;02/01/2023;12:45:00 am;323.400;323.400;323.400;02/01/2023;12:45:00 am;1416.540;1216.550;1311.533;02/01/2023;12:45:00 am;1108.449;266.943;685.843;02/01/2023;12:45:00 am;-2.825;-2.894;-2.853;02/01/2023;12:45:00 am;;;
