date0;time0;power-ss13-max;power-ss13-min;power-ss13-ave;date1;time1;power-gen-max;power-gen-min;power-gen-ave;date2;time2;power-con-max;power-con-min;power-con-ave;date3;time3;power-gen-wt-max;power-gen-wt-min;power-gen-wt-ave;date4;time4;power-gen-pv-max;power-gen-pv-min;power-gen-pv-ave;date5;time5;storage-charge-max;storage-charge-min;storage-charge-ave
03/01/2023;12:00:00 am;1109.503;1064.415;1080.669;03/01/2023;12:00:00 am;9.783;9.783;9.783;03/01/2023;12:00:00 am;1121.932;1083.556;1099.847;03/01/2023;12:00:00 am;58.214;-0.226;24.878;03/01/2023;12:00:00 am;-2.742;-2.771;-2.755;03/01/2023;12:00:00 am;44.000;44.000;44.000
03/01/2023;12:05:00 am;1083.465;1023.206;1051.728;03/01/2023;12:05:00 am;26.782;26.782;26.782;03/01/2023;12:05:00 am;1081.962;1058.059;1074.452;03/01/2023;12:05:00 am;54.157;-0.131;28.077;03/01/2023;12:05:00 am;-2.762;-2.799;-2.778;03/01/2023;12:05:00 am;44.000;44.000;44.000
03/01/2023;12:10:00 am;1056.585;993.230;1022.604;03/01/2023;12:10:00 am;81.585;81.585;81.585;03/01/2023;12:10:00 am;1075.851;1050.993;1065.185;03/01/2023;12:10:00 am;86.956;18.560;47.838;03/01/2023;12:10:00 am;-2.753;-2.783;-2.771;03/01/2023;12:10:00 am;44.000;44.000;44.000
03/01/2023;12:15:00 am;1069.171;1025.084;1048.882;03/01/2023;12:15:00 am;19.529;19.529;19.529;03/01/2023;12:15:00 am;1091.362;1060.643;1073.820;03/01/2023;12:15:00 am;47.005;20.377;30.307;03/01/2023;12:15:00 am;-2.751;-2.773;-2.760;03/01/2023;12:15:00 am;44.000;44.000;44.000
03/01/2023;12:20:00 am;1061.973;1020.107;1044.454;03/01/2023;12:20:00 am;32.076;32.076;32.076;03/01/2023;12:20:00 am;1076.150;1025.177;1059.548;03/01/2023;12:20:00 am;37.432;4.211;21.254;03/01/2023;12:20:00 am;-2.747;-2.771;-2.761;03/01/2023;12:20:00 am;44.000;44.000;44.000
03/01/2023;12:25:00 am;1076.623;1014.175;1037.046;03/01/2023;12:25:00 am;40.110;40.110;40.110;03/01/2023;12:25:00 am;1093.885;1047.825;1064.652;03/01/2023;12:25:00 am;59.583;13.402;32.912;03/01/2023;12:25:00 am;-2.746;-2.787;-2.765;03/01/2023;12:25:00 am;44.000;44.000;44.000
03/01/2023;12:30:00 am;1077.246;1027.301;1050.078;03/01/2023;12:30:00 am;36.986;36.986;36.986;03/01/2023;12:30:00 am;1076.257;1050.068;1061.230;03/01/2023;12:30:00 am;42.327;0.000;16.451;03/01/2023;12:30:00 am;-1.354;-2.754;-2.598;03/01/2023;12:30:00 am;44.000;44.000;44.000
03/01/2023;12:35:00 am;1068.295;962.260;1028.472;03/01/2023;12:35:00 am;47.826;47.826;47.826;03/01/2023;12:35:00 am;1120.388;1073.650;1087.950;03/01/2023;12:35:00 am;137.640;21.590;63.488;03/01/2023;12:35:00 am;-1.341;-2.744;-1.491;03/01/2023;12:35:00 am;44.000;44.000;44.000
03/01/2023;12:40:00 am;1023.763;940.390;976.175;03/01/2023;12:40:00 am;102.799;102.799;102.799;03/01/2023;12:40:00 am;1118.598;1072.435;1093.176;03/01/2023;12:40:00 am;162.958;65.309;121.339;03/01/2023;12:40:00 am;-1.354;-2.738;-1.637;03/01/2023;12:40:00 am;44.000;44.000;44.000
03/01/2023;12:45:00 am;988.833;838.141;924.493;03/01/2023;12:45:00 am;151.853;151.853;151.853;03/01/2023;12:45:00 am;1122.416;1055.857;1088.327;03/01/2023;12:45:00 am;281.355;71.503;168.483;03/01/2023;12:45:00 am;-1.359;-2.759;-2.192;03/01/2023;12:45:00 am;44.000;44.000;44.000
