date0;time0;power-ss13-max;power-ss13-min;power-ss13-ave;date1;time1;power-gen-max;power-gen-min;power-gen-ave;date2;time2;power-con-max;power-con-min;power-con-ave;date3;time3;power-gen-wt-max;power-gen-wt-min;power-gen-wt-ave;date4;time4;power-gen-pv-max;power-gen-pv-min;power-gen-pv-ave;date5;time5;storage-charge-max;storage-charge-min;storage-charge-ave
12/01/2022;12:00:00 am;1606.371;1552.693;1582.184;12/01/2022;12:00:00 am;-8.172;-8.172;-8.172;12/01/2022;12:00:00 am;1607.600;1550.829;1578.482;12/01/2022;12:00:00 am;9.663;-0.279;4.525;12/01/2022;12:00:00 am;-2.728;-2.784;-2.758;;;;;
12/01/2022;12:05:00 am;1616.623;1534.336;1577.164;12/01/2022;12:05:00 am;7.833;7.833;7.833;12/01/2022;12:05:00 am;1619.216;1540.755;1585.180;12/01/2022;12:05:00 am;21.385;11.611;16.207;12/01/2022;12:05:00 am;-2.731;-2.763;-2.747;;;;;
12/01/2022;12:10:00 am;1626.089;1541.569;1580.411;12/01/2022;12:10:00 am;3.084;3.084;3.084;12/01/2022;12:10:00 am;1627.129;1536.171;1579.055;12/01/2022;12:10:00 am;17.025;-4.074;7.042;12/01/2022;12:10:00 am;-2.728;-2.765;-2.746;;;;;
12/01/2022;12:15:00 am;1634.789;1550.992;1577.413;12/01/2022;12:15:00 am;-1.572;-1.572;-1.572;12/01/2022;12:15:00 am;1633.946;1542.827;1579.680;12/01/2022;12:15:00 am;15.506;-0.066;8.957;12/01/2022;12:15:00 am;-2.743;-2.769;-2.760;;;;;
12/01/2022;12:20:00 am;1574.655;1523.402;1548.401;12/01/2022;12:20:00 am;-8.206;-8.206;-8.206;12/01/2022;12:20:00 am;1559.025;1515.278;1538.444;12/01/2022;12:20:00 am;0.000;-7.504;-1.764;12/01/2022;12:20:00 am;-2.744;-2.763;-2.754;;;;;
12/01/2022;12:25:00 am;1581.538;1515.872;1541.851;12/01/2022;12:25:00 am;-8.120;-8.120;-8.120;12/01/2022;12:25:00 am;1570.409;1512.262;1536.249;12/01/2022;12:25:00 am;7.748;-3.124;2.594;12/01/2022;12:25:00 am;-2.744;-2.765;-2.757;;;;;
12/01/2022;12:30:00 am;1635.723;1578.092;1602.954;12/01/2022;12:30:00 am;-8.216;-8.216;-8.216;12/01/2022;12:30:00 am;1624.038;1567.672;1595.429;12/01/2022;12:30:00 am;6.378;-4.145;0.032;12/01/2022;12:30:00 am;-1.389;-2.758;-2.204;;;;;
12/01/2022;12:35:00 am;1590.954;1540.882;1574.305;12/01/2022;12:35:00 am;-12.409;-12.409;-12.409;12/01/2022;12:35:00 am;1584.909;1550.505;1569.241;12/01/2022;12:35:00 am;17.712;-5.305;2.937;12/01/2022;12:35:00 am;-2.725;-2.755;-2.737;;;;;
12/01/2022;12:40:00 am;1573.374;1512.766;1556.133;12/01/2022;12:40:00 am;-0.487;-0.487;-0.487;12/01/2022;12:40:00 am;1579.035;1536.100;1565.379;12/01/2022;12:40:00 am;35.247;0.000;17.822;12/01/2022;12:40:00 am;0.000;-2.741;-2.190;;;;;
12/01/2022;12:45:00 am;1574.180;1523.985;1540.649;12/01/2022;12:45:00 am;10.079;10.079;10.079;12/01/2022;12:45:00 am;1600.376;1533.978;1564.907;12/01/2022;12:45:00 am;46.380;18.072;32.267;12/01/2022;12:45:00 am;-1.337;-2.740;-2.589;;;;;
12/01/2022;12:50:00 am;1599.947;1538.878;1563.690;12/01/2022;12:50:00 am;9.216;9.216;9.216;12/01/2022;12:50:00 am;1627.895;1569.895;1590.263;12/01/2022;12:50:00 am;51.966;17.283;34.576;12/01/2022;12:50:00 am;-1.388;-2.742;-2.593;;;;;
12/01/2022;12:55:00 am;1557.414;1483.936;1520.405;12/01/2022;12:55:00 am;26.241;26.241;26.241;12/01/2022;12:55:00 am;1576.585;1514.971;1548.304;12/01/2022;12:55:00 am;49.655;25.245;35.994;12/01/2022;12:55:00 am;-2.718;-2.744;-2.733;;;;;
12/01/2022;1:00:00 am;1553.240;1506.930;1530.561;12/01/2022;1:00:00 am;26.991;26.991;26.991;12/01/2022;1:00:00 am;1577.889;1534.460;1552.832;12/01/2022;1:00:00 am;49.104;15.430;30.478;12/01/2022;1:00:00 am;-1.333;-2.749;-2.597;;;;;
