date0;time0;power-ss13-max;power-ss13-min;power-ss13-ave;date1;time1;power-gen-max;power-gen-min;power-gen-ave;date2;time2;power-con-max;power-con-min;power-con-ave;date3;time3;power-gen-wt-max;power-gen-wt-min;power-gen-wt-ave;date4;time4;power-gen-pv-max;power-gen-pv-min;power-gen-pv-ave;date5;time5;storage-charge-max;storage-charge-min;storage-charge-ave
10/01/2022;12:00:00 am;751.858;507.964;638.437;10/01/2022;12:00:00 am;640.779;640.779;640.779;10/01/2022;12:00:00 am;1239.426;1166.608;1195.443;10/01/2022;12:00:00 am;743.068;429.000;569.369;10/01/2022;12:00:00 am;-2.754;-2.787;-2.769;;;;;
10/01/2022;12:05:00 am;697.140;607.377;653.420;10/01/2022;12:05:00 am;521.466;521.466;521.466;10/01/2022;12:05:00 am;1196.353;1158.397;1179.458;10/01/2022;12:05:00 am;597.610;473.277;537.676;10/01/2022;12:05:00 am;-2.764;-2.788;-2.775;;;;;
10/01/2022;12:10:00 am;816.640;584.422;666.647;10/01/2022;12:10:00 am;544.691;544.691;544.691;10/01/2022;12:10:00 am;1216.107;1121.913;1186.571;10/01/2022;12:10:00 am;643.292;316.847;531.426;10/01/2022;12:10:00 am;-2.756;-2.788;-2.771;;;;;
10/01/2022;12:15:00 am;827.514;650.189;734.711;10/01/2022;12:15:00 am;518.681;518.681;518.681;10/01/2022;12:15:00 am;1168.871;1111.663;1136.616;10/01/2022;12:15:00 am;530.274;335.630;413.504;10/01/2022;12:15:00 am;-2.756;-2.799;-2.778;;;;;
10/01/2022;12:20:00 am;858.170;616.001;732.437;10/01/2022;12:20:00 am;464.288;464.288;464.288;10/01/2022;12:20:00 am;1171.542;1096.494;1142.175;10/01/2022;12:20:00 am;567.165;249.921;420.922;10/01/2022;12:20:00 am;-2.770;-2.800;-2.782;;;;;
10/01/2022;12:25:00 am;843.913;717.799;781.757;10/01/2022;12:25:00 am;410.955;410.955;410.955;10/01/2022;12:25:00 am;1127.782;1081.681;1105.133;10/01/2022;12:25:00 am;425.625;259.550;335.292;10/01/2022;12:25:00 am;-2.758;-2.796;-2.782;;;;;
10/01/2022;12:30:00 am;826.367;732.135;792.018;10/01/2022;12:30:00 am;312.331;312.331;312.331;10/01/2022;12:30:00 am;1126.403;1079.340;1097.910;10/01/2022;12:30:00 am;377.452;271.018;317.484;10/01/2022;12:30:00 am;-2.772;-2.810;-2.793;;;;;
10/01/2022;12:35:00 am;866.629;793.243;822.312;10/01/2022;12:35:00 am;319.501;319.501;319.501;10/01/2022;12:35:00 am;1133.580;1094.499;1116.414;10/01/2022;12:35:00 am;346.079;258.910;305.423;10/01/2022;12:35:00 am;-2.766;-2.788;-2.780;;;;;
10/01/2022;12:40:00 am;861.648;774.773;813.540;10/01/2022;12:40:00 am;297.814;297.814;297.814;10/01/2022;12:40:00 am;1117.927;1078.971;1097.972;10/01/2022;12:40:00 am;337.515;247.873;296.077;10/01/2022;12:40:00 am;-2.768;-2.796;-2.784;;;;;
10/01/2022;12:45:00 am;906.212;787.367;866.193;10/01/2022;12:45:00 am;309.787;309.787;309.787;10/01/2022;12:45:00 am;1102.277;1070.529;1085.330;10/01/2022;12:45:00 am;321.435;183.917;230.819;10/01/2022;12:45:00 am;-2.777;-2.794;-2.788;;;;;
10/01/2022;12:50:00 am;925.412;810.353;852.949;10/01/2022;12:50:00 am;254.299;254.299;254.299;10/01/2022;12:50:00 am;1116.816;1075.534;1096.439;10/01/2022;12:50:00 am;301.487;191.397;255.075;10/01/2022;12:50:00 am;-2.770;-2.802;-2.790;;;;;
10/01/2022;12:55:00 am;889.830;806.525;846.403;10/01/2022;12:55:00 am;293.586;293.586;293.586;10/01/2022;12:55:00 am;1112.346;1070.757;1091.270;10/01/2022;12:55:00 am;309.401;194.909;256.027;10/01/2022;12:55:00 am;-2.758;-2.787;-2.770;;;;;
10/01/2022;1:00:00 am;935.635;796.261;858.893;10/01/2022;1:00:00 am;262.088;262.088;262.088;10/01/2022;1:00:00 am;1107.418;1056.326;1075.764;10/01/2022;1:00:00 am;322.800;146.857;229.983;10/01/2022;1:00:00 am;-2.736;-2.761;-2.754;;;;;
10/01/2022;1:05:00 am;874.933;782.560;843.444;10/01/2022;1:05:00 am;197.188;197.188;197.188;10/01/2022;1:05:00 am;1076.560;1060.298;1070.249;10/01/2022;1:05:00 am;301.127;213.757;242.910;10/01/2022;1:05:00 am;-2.747;-2.770;-2.758;;;;;
10/01/2022;1:10:00 am;871.435;753.635;833.770;10/01/2022;1:10:00 am;257.336;257.336;257.336;10/01/2022;1:10:00 am;1092.248;1042.330;1066.694;10/01/2022;1:10:00 am;353.473;194.356;247.860;10/01/2022;1:10:00 am;-2.741;-2.763;-2.750;;;;;
10/01/2022;1:15:00 am;850.923;690.004;785.852;10/01/2022;1:15:00 am;345.509;345.509;345.509;10/01/2022;1:15:00 am;1115.348;1067.902;1092.810;10/01/2022;1:15:00 am;440.327;241.335;322.191;10/01/2022;1:15:00 am;-2.757;-2.777;-2.766;;;;;
10/01/2022;1:20:00 am;889.710;794.283;853.101;10/01/2022;1:20:00 am;289.725;289.725;289.725;10/01/2022;1:20:00 am;1106.811;1050.788;1076.096;10/01/2022;1:20:00 am;301.248;180.568;234.520;10/01/2022;1:20:00 am;-2.753;-2.776;-2.763;;;;;
10/01/2022;1:25:00 am;900.661;853.142;874.379;10/01/2022;1:25:00 am;187.704;187.704;187.704;10/01/2022;1:25:00 am;1087.095;1046.381;1067.283;10/01/2022;1:25:00 am;225.027;157.199;204.712;10/01/2022;1:25:00 am;-2.744;-2.778;-2.760;;;;;
10/01/2022;1:30:00 am;921.233;828.354;872.731;10/01/2022;1:30:00 am;221.208;221.208;221.208;10/01/2022;1:30:00 am;1056.285;1026.914;1044.648;10/01/2022;1:30:00 am;231.744;124.636;183.467;10/01/2022;1:30:00 am;-2.751;-2.768;-2.759;;;;;
10/01/2022;1:35:00 am;945.793;892.769;923.021;10/01/2022;1:35:00 am;124.133;124.133;124.133;10/01/2022;1:35:00 am;1065.446;1016.903;1041.734;10/01/2022;1:35:00 am;170.525;103.584;130.432;10/01/2022;1:35:00 am;-2.744;-2.783;-2.761;;;;;
10/01/2022;1:40:00 am;956.774;887.985;918.370;10/01/2022;1:40:00 am;147.011;147.011;147.011;10/01/2022;1:40:00 am;1091.015;1026.238;1054.253;10/01/2022;1:40:00 am;203.387;105.595;147.434;10/01/2022;1:40:00 am;-2.758;-2.787;-2.776;;;;;
10/01/2022;1:45:00 am;972.897;897.461;925.212;10/01/2022;1:45:00 am;158.740;158.740;158.740;10/01/2022;1:45:00 am;1057.648;1031.526;1046.168;10/01/2022;1:45:00 am;170.222;81.764;132.532;10/01/2022;1:45:00 am;-2.765;-2.792;-2.775;;;;;
10/01/2022;1:50:00 am;942.192;841.013;898.284;10/01/2022;1:50:00 am;149.442;149.442;149.442;10/01/2022;1:50:00 am;1067.928;1020.377;1044.727;10/01/2022;1:50:00 am;230.441;116.933;157.961;10/01/2022;1:50:00 am;-2.777;-2.794;-2.786;;;;;
10/01/2022;1:55:00 am;978.334;892.335;927.232;10/01/2022;1:55:00 am;147.132;147.132;147.132;10/01/2022;1:55:00 am;1097.704;1049.505;1067.874;10/01/2022;1:55:00 am;194.628;82.720;152.171;10/01/2022;1:55:00 am;-2.774;-2.810;-2.792;;;;;
10/01/2022;2:00:00 am;946.326;866.657;908.648;10/01/2022;2:00:00 am;111.938;111.938;111.938;10/01/2022;2:00:00 am;1080.149;1047.850;1067.464;10/01/2022;2:00:00 am;208.320;123.507;170.574;10/01/2022;2:00:00 am;-2.791;-2.804;-2.799;;;;;
10/01/2022;2:05:00 am;973.129;899.439;935.493;10/01/2022;2:05:00 am;95.229;95.229;95.229;10/01/2022;2:05:00 am;1095.116;1049.458;1071.238;10/01/2022;2:05:00 am;200.043;106.846;147.289;10/01/2022;2:05:00 am;-2.780;-2.804;-2.796;;;;;
10/01/2022;2:10:00 am;981.223;916.876;943.008;10/01/2022;2:10:00 am;133.049;133.049;133.049;10/01/2022;2:10:00 am;1089.663;1049.925;1070.019;10/01/2022;2:10:00 am;161.757;118.822;142.451;10/01/2022;2:10:00 am;-2.792;-2.815;-2.806;;;;;
10/01/2022;2:15:00 am;1002.944;967.195;981.055;10/01/2022;2:15:00 am;123.650;123.650;123.650;10/01/2022;2:15:00 am;1091.219;1034.715;1059.161;10/01/2022;2:15:00 am;139.368;72.608;93.716;10/01/2022;2:15:00 am;-2.823;-2.846;-2.834;;;;;
10/01/2022;2:20:00 am;988.969;951.883;965.304;10/01/2022;2:20:00 am;64.402;64.402;64.402;10/01/2022;2:20:00 am;1062.536;1022.573;1040.977;10/01/2022;2:20:00 am;105.706;79.566;90.289;10/01/2022;2:20:00 am;-2.811;-2.854;-2.835;;;;;
10/01/2022;2:25:00 am;1011.287;951.525;982.279;10/01/2022;2:25:00 am;44.473;44.473;44.473;10/01/2022;2:25:00 am;1056.514;1024.355;1039.055;10/01/2022;2:25:00 am;100.946;48.289;71.228;10/01/2022;2:25:00 am;-2.822;-2.852;-2.834;;;;;
10/01/2022;2:30:00 am;1008.039;927.557;963.140;10/01/2022;2:30:00 am;20.304;20.304;20.304;10/01/2022;2:30:00 am;1049.546;1006.776;1027.780;10/01/2022;2:30:00 am;100.014;34.999;78.911;10/01/2022;2:30:00 am;-2.826;-2.850;-2.839;;;;;
10/01/2022;2:35:00 am;978.291;925.418;951.815;10/01/2022;2:35:00 am;57.947;57.947;57.947;10/01/2022;2:35:00 am;1043.645;1016.518;1026.109;10/01/2022;2:35:00 am;129.937;56.534;87.286;10/01/2022;2:35:00 am;-2.832;-2.855;-2.844;;;;;
10/01/2022;2:40:00 am;964.476;908.989;943.651;10/01/2022;2:40:00 am;66.724;66.724;66.724;10/01/2022;2:40:00 am;1046.170;995.541;1024.971;10/01/2022;2:40:00 am;149.670;71.140;93.408;10/01/2022;2:40:00 am;-2.830;-2.871;-2.854;;;;;
10/01/2022;2:45:00 am;984.388;885.841;936.707;10/01/2022;2:45:00 am;78.056;78.056;78.056;10/01/2022;2:45:00 am;1048.306;996.946;1022.460;10/01/2022;2:45:00 am;174.188;59.214;97.453;10/01/2022;2:45:00 am;-2.848;-2.881;-2.861;;;;;
10/01/2022;2:50:00 am;982.357;924.916;956.332;10/01/2022;2:50:00 am;107.202;107.202;107.202;10/01/2022;2:50:00 am;1071.171;1009.423;1040.687;10/01/2022;2:50:00 am;119.882;69.616;95.989;10/01/2022;2:50:00 am;-2.864;-2.903;-2.884;;;;;
10/01/2022;2:55:00 am;991.549;922.060;952.554;10/01/2022;2:55:00 am;82.300;82.300;82.300;10/01/2022;2:55:00 am;1052.571;1004.359;1030.679;10/01/2022;2:55:00 am;114.137;66.198;88.801;10/01/2022;2:55:00 am;-2.904;-2.944;-2.920;;;;;
10/01/2022;3:00:00 am;980.111;926.867;959.907;10/01/2022;3:00:00 am;57.822;57.822;57.822;10/01/2022;3:00:00 am;1036.444;968.520;1002.041;10/01/2022;3:00:00 am;87.720;8.270;53.817;10/01/2022;3:00:00 am;-2.926;-2.943;-2.934;;;;;
10/01/2022;3:05:00 am;986.892;925.317;950.123;10/01/2022;3:05:00 am;46.859;46.859;46.859;10/01/2022;3:05:00 am;1037.771;980.251;1007.888;10/01/2022;3:05:00 am;92.429;57.409;69.491;10/01/2022;3:05:00 am;-2.923;-2.941;-2.935;;;;;
10/01/2022;3:10:00 am;986.403;942.506;970.718;10/01/2022;3:10:00 am;76.466;76.466;76.466;10/01/2022;3:10:00 am;1047.718;1018.037;1036.501;10/01/2022;3:10:00 am;103.863;52.802;77.903;10/01/2022;3:10:00 am;-2.924;-2.950;-2.937;;;;;
10/01/2022;3:15:00 am;978.137;937.204;957.147;10/01/2022;3:15:00 am;104.566;104.566;104.566;10/01/2022;3:15:00 am;1048.220;1004.197;1022.538;10/01/2022;3:15:00 am;116.449;53.607;77.300;10/01/2022;3:15:00 am;-2.941;-2.976;-2.956;;;;;
10/01/2022;3:20:00 am;929.577;898.252;918.755;10/01/2022;3:20:00 am;99.599;99.599;99.599;10/01/2022;3:20:00 am;1002.779;983.583;993.495;10/01/2022;3:20:00 am;110.410;70.291;86.290;10/01/2022;3:20:00 am;-2.746;-2.770;-2.759;;;;;
10/01/2022;3:25:00 am;964.584;886.924;920.810;10/01/2022;3:25:00 am;69.177;69.177;69.177;10/01/2022;3:25:00 am;1016.101;973.766;988.893;10/01/2022;3:25:00 am;98.547;63.255;80.125;10/01/2022;3:25:00 am;-2.742;-2.773;-2.757;;;;;
10/01/2022;3:30:00 am;959.081;914.813;934.860;10/01/2022;3:30:00 am;55.198;55.198;55.198;10/01/2022;3:30:00 am;1013.993;982.654;994.114;10/01/2022;3:30:00 am;89.456;55.552;74.072;10/01/2022;3:30:00 am;-2.754;-2.769;-2.760;;;;;
10/01/2022;3:35:00 am;921.169;893.048;903.483;10/01/2022;3:35:00 am;75.904;75.904;75.904;10/01/2022;3:35:00 am;988.732;968.519;978.448;10/01/2022;3:35:00 am;103.418;70.283;91.449;10/01/2022;3:35:00 am;-2.752;-2.768;-2.762;;;;;
10/01/2022;3:40:00 am;933.855;877.156;902.063;10/01/2022;3:40:00 am;60.235;60.235;60.235;10/01/2022;3:40:00 am;1001.269;948.341;970.079;10/01/2022;3:40:00 am;94.869;75.397;83.146;10/01/2022;3:40:00 am;-2.754;-2.792;-2.780;;;;;
10/01/2022;3:45:00 am;947.346;869.084;906.614;10/01/2022;3:45:00 am;52.722;52.722;52.722;10/01/2022;3:45:00 am;994.994;968.403;984.928;10/01/2022;3:45:00 am;118.999;60.760;91.338;10/01/2022;3:45:00 am;0.000;-2.791;-1.665;;;;;
10/01/2022;3:50:00 am;914.993;876.962;898.369;10/01/2022;3:50:00 am;71.276;71.276;71.276;10/01/2022;3:50:00 am;988.020;960.865;973.028;10/01/2022;3:50:00 am;92.879;63.469;83.189;10/01/2022;3:50:00 am;0.000;0.000;0.000;;;;;
10/01/2022;3:55:00 am;914.493;840.389;878.884;10/01/2022;3:55:00 am;93.795;93.795;93.795;10/01/2022;3:55:00 am;981.392;935.071;957.917;10/01/2022;3:55:00 am;119.546;58.195;87.994;10/01/2022;3:55:00 am;0.000;-1.391;-0.278;;;;;
10/01/2022;4:00:00 am;893.825;846.328;861.726;10/01/2022;4:00:00 am;104.225;104.225;104.225;10/01/2022;4:00:00 am;994.182;950.553;970.462;10/01/2022;4:00:00 am;138.918;87.720;117.192;10/01/2022;4:00:00 am;0.000;-1.392;-0.271;;;;;
10/01/2022;4:05:00 am;888.705;837.695;867.876;10/01/2022;4:05:00 am;94.652;94.652;94.652;10/01/2022;4:05:00 am;1014.953;952.946;977.715;10/01/2022;4:05:00 am;138.515;82.450;120.232;10/01/2022;4:05:00 am;0.000;-1.400;-0.280;;;;;
10/01/2022;4:10:00 am;893.659;861.009;876.031;10/01/2022;4:10:00 am;103.326;103.326;103.326;10/01/2022;4:10:00 am;997.267;972.401;986.712;10/01/2022;4:10:00 am;140.579;99.822;120.584;10/01/2022;4:10:00 am;0.000;-2.713;-0.947;;;;;
10/01/2022;4:15:00 am;902.399;834.451;872.059;10/01/2022;4:15:00 am;135.249;135.249;135.249;10/01/2022;4:15:00 am;1013.035;985.366;997.808;10/01/2022;4:15:00 am;164.275;112.182;135.317;10/01/2022;4:15:00 am;0.000;-1.418;-0.987;;;;;
10/01/2022;4:20:00 am;889.674;824.399;850.280;10/01/2022;4:20:00 am;140.674;140.674;140.674;10/01/2022;4:20:00 am;1032.892;969.759;1001.150;10/01/2022;4:20:00 am;186.755;141.207;160.851;10/01/2022;4:20:00 am;0.000;-2.726;-1.249;;;;;
10/01/2022;4:25:00 am;883.442;830.892;851.736;10/01/2022;4:25:00 am;174.219;174.219;174.219;10/01/2022;4:25:00 am;1010.784;980.863;997.813;10/01/2022;4:25:00 am;182.995;126.660;156.079;10/01/2022;4:25:00 am;0.000;-2.731;-1.356;;;;;
10/01/2022;4:30:00 am;866.750;824.488;843.584;10/01/2022;4:30:00 am;165.355;165.355;165.355;10/01/2022;4:30:00 am;1005.427;971.307;986.449;10/01/2022;4:30:00 am;175.457;116.628;153.571;10/01/2022;4:30:00 am;-1.324;-2.745;-2.032;;;;;
10/01/2022;4:35:00 am;875.072;798.514;848.441;10/01/2022;4:35:00 am;169.087;169.087;169.087;10/01/2022;4:35:00 am;967.601;942.179;954.722;10/01/2022;4:35:00 am;180.910;90.984;117.173;10/01/2022;4:35:00 am;-1.319;-2.736;-2.186;;;;;
10/01/2022;4:40:00 am;914.860;863.509;888.165;10/01/2022;4:40:00 am;70.799;70.799;70.799;10/01/2022;4:40:00 am;965.659;944.408;952.935;10/01/2022;4:40:00 am;95.192;56.560;75.152;10/01/2022;4:40:00 am;-1.311;-2.703;-1.502;;;;;
10/01/2022;4:45:00 am;975.215;898.973;922.514;10/01/2022;4:45:00 am;55.456;55.456;55.456;10/01/2022;4:45:00 am;1002.807;948.493;974.178;10/01/2022;4:45:00 am;88.093;41.777;65.149;10/01/2022;4:45:00 am;0.000;-2.715;-0.932;;;;;
10/01/2022;4:50:00 am;983.157;951.474;966.234;10/01/2022;4:50:00 am;34.880;34.880;34.880;10/01/2022;4:50:00 am;1007.922;971.135;986.978;10/01/2022;4:50:00 am;48.551;19.722;34.319;10/01/2022;4:50:00 am;0.000;-2.709;-0.931;;;;;
10/01/2022;4:55:00 am;999.365;954.449;975.566;10/01/2022;4:55:00 am;35.029;35.029;35.029;10/01/2022;4:55:00 am;1008.820;986.323;994.032;10/01/2022;4:55:00 am;47.295;19.359;30.450;10/01/2022;4:55:00 am;0.000;-1.321;-0.132;;;;;
10/01/2022;5:00:00 am;1007.635;931.182;962.853;10/01/2022;5:00:00 am;18.104;18.104;18.104;10/01/2022;5:00:00 am;1026.106;986.813;1003.505;10/01/2022;5:00:00 am;72.032;28.904;53.380;10/01/2022;5:00:00 am;0.000;-2.855;-1.421;;;;;
10/01/2022;5:05:00 am;956.939;889.504;915.404;10/01/2022;5:05:00 am;67.901;67.901;67.901;10/01/2022;5:05:00 am;998.850;968.693;984.125;10/01/2022;5:05:00 am;115.572;56.518;83.199;10/01/2022;5:05:00 am;-2.834;-2.858;-2.843;;;;;
10/01/2022;5:10:00 am;907.257;859.347;884.741;10/01/2022;5:10:00 am;100.442;100.442;100.442;10/01/2022;5:10:00 am;1016.469;971.141;994.898;10/01/2022;5:10:00 am;138.823;102.053;121.885;10/01/2022;5:10:00 am;-2.823;-2.845;-2.836;;;;;
10/01/2022;5:15:00 am;906.977;856.206;885.211;10/01/2022;5:15:00 am;135.280;135.280;135.280;10/01/2022;5:15:00 am;1016.826;975.552;997.746;10/01/2022;5:15:00 am;157.793;95.678;124.578;10/01/2022;5:15:00 am;-2.825;-2.850;-2.839;;;;;
