date0;time0;power-ss13-max;power-ss13-min;power-ss13-ave;date1;time1;power-gen-max;power-gen-min;power-gen-ave;date2;time2;power-con-max;power-con-min;power-con-ave;date3;time3;power-gen-wt-max;power-gen-wt-min;power-gen-wt-ave;date4;time4;power-gen-pv-max;power-gen-pv-min;power-gen-pv-ave;date5;time5;storage-charge-max;storage-charge-min;storage-charge-ave
06/01/2023;12:00:00 am;1434.480;1434.480;1434.480;06/01/2023;12:00:00 am;61.369;61.369;61.369;06/01/2023;12:00:00 am;1500.767;1500.767;1500.767;06/01/2023;12:00:00 am;70.140;70.140;70.140;06/01/2023;12:00:00 am;-2.782;-2.782;-2.782;06/01/2023;12:00:00 am;55.000;55.000;55.000
06/01/2023;12:05:00 am;1433.938;1433.938;1433.938;06/01/2023;12:05:00 am;66.287;66.287;66.287;06/01/2023;12:05:00 am;1521.236;1521.236;1521.236;06/01/2023;12:05:00 am;91.176;91.176;91.176;06/01/2023;12:05:00 am;-2.792;-2.792;-2.792;06/01/2023;12:05:00 am;55.000;55.000;55.000
06/01/2023;12:10:00 am;1420.358;1420.358;1420.358;06/01/2023;12:10:00 am;87.298;87.298;87.298;06/01/2023;12:10:00 am;1483.643;1483.643;1483.643;06/01/2023;12:10:00 am;67.177;67.177;67.177;06/01/2023;12:10:00 am;-2.789;-2.789;-2.789;06/01/2023;12:10:00 am;55.000;55.000;55.000
06/01/2023;12:15:00 am;1352.058;1352.058;1352.058;06/01/2023;12:15:00 am;63.285;63.285;63.285;06/01/2023;12:15:00 am;1578.005;1578.005;1578.005;06/01/2023;12:15:00 am;229.851;229.851;229.851;06/01/2023;12:15:00 am;-2.801;-2.801;-2.801;06/01/2023;12:15:00 am;55.000;55.000;55.000
06/01/2023;12:20:00 am;1217.620;1217.620;1217.620;06/01/2023;12:20:00 am;225.948;225.948;225.948;06/01/2023;12:20:00 am;1443.984;1443.984;1443.984;06/01/2023;12:20:00 am;230.279;230.279;230.279;06/01/2023;12:20:00 am;-2.810;-2.810;-2.810;06/01/2023;12:20:00 am;55.000;55.000;55.000
06/01/2023;12:25:00 am;1363.079;1363.079;1363.079;06/01/2023;12:25:00 am;226.364;226.364;226.364;06/01/2023;12:25:00 am;1512.387;1512.387;1512.387;06/01/2023;12:25:00 am;153.183;153.183;153.183;06/01/2023;12:25:00 am;-2.789;-2.789;-2.789;06/01/2023;12:25:00 am;55.000;55.000;55.000
06/01/2023;12:30:00 am;1357.552;1357.552;1357.552;06/01/2023;12:30:00 am;149.309;149.309;149.309;06/01/2023;12:30:00 am;1480.675;1480.675;1480.675;06/01/2023;12:30:00 am;126.726;126.726;126.726;06/01/2023;12:30:00 am;-2.788;-2.788;-2.788;06/01/2023;12:30:00 am;55.000;55.000;55.000
06/01/2023;12:35:00 am;1307.127;1307.127;1307.127;06/01/2023;12:35:00 am;123.137;123.137;123.137;06/01/2023;12:35:00 am;1408.174;1408.174;1408.174;06/01/2023;12:35:00 am;104.936;104.936;104.936;06/01/2023;12:35:00 am;-2.795;-2.795;-2.795;06/01/2023;12:35:00 am;55.000;55.000;55.000
06/01/2023;12:40:00 am;1335.219;1335.219;1335.219;06/01/2023;12:40:00 am;101.047;101.047;101.047;06/01/2023;12:40:00 am;1449.755;1449.755;1449.755;06/01/2023;12:40:00 am;118.454;118.454;118.454;06/01/2023;12:40:00 am;-2.824;-2.824;-2.824;06/01/2023;12:40:00 am;55.000;55.000;55.000
06/01/2023;12:45:00 am;1331.334;1331.334;1331.334;06/01/2023;12:45:00 am;114.535;114.535;114.535;06/01/2023;12:45:00 am;1443.603;1443.603;1443.603;06/01/2023;12:45:00 am;116.180;116.180;116.180;06/01/2023;12:45:00 am;-2.825;-2.825;-2.825;06/01/2023;12:45:00 am;55.000;55.000;55.000
06/01/2023;12:50:00 am;1241.099;1241.099;1241.099;06/01/2023;12:50:00 am;112.269;112.269;112.269;06/01/2023;12:50:00 am;1380.622;1380.622;1380.622;06/01/2023;12:50:00 am;142.602;142.602;142.602;06/01/2023;12:50:00 am;-2.830;-2.830;-2.830;06/01/2023;12:50:00 am;55.000;55.000;55.000
06/01/2023;12:55:00 am;1248.690;1248.690;1248.690;06/01/2023;12:55:00 am;139.395;139.395;139.395;06/01/2023;12:55:00 am;1406.087;1406.087;1406.087;06/01/2023;12:55:00 am;161.315;161.315;161.315;06/01/2023;12:55:00 am;-2.825;-2.825;-2.825;06/01/2023;12:55:00 am;55.000;55.000;55.000
06/01/2023;1:00:00 am;1293.425;1293.425;1293.425;06/01/2023;1:00:00 am;157.397;157.397;157.397;06/01/2023;1:00:00 am;1418.160;1418.160;1418.160;06/01/2023;1:00:00 am;128.669;128.669;128.669;06/01/2023;1:00:00 am;-2.829;-2.829;-2.829;06/01/2023;1:00:00 am;55.000;55.000;55.000
