date0;time0;power-ss13-max;power-ss13-min;power-ss13-ave;date1;time1;power-gen-max;power-gen-min;power-gen-ave;date2;time2;power-con-max;power-con-min;power-con-ave;date3;time3;power-gen-wt-max;power-gen-wt-min;power-gen-wt-ave;date4;time4;power-gen-pv-max;power-gen-pv-min;power-gen-pv-ave;date5;time5;storage-charge-max;storage-charge-min;storage-charge-ave
04/01/2022;12:00:00 am;1194.956;1095.586;1145.322;04/01/2022;12:00:00 am;;;;04/01/2022;12:00:00 am;;;;04/01/2022;12:00:00 am;171.931;49.401;116.570;04/01/2022;12:00:00 am;-2.853;-2.875;-2.862;;;;;
04/01/2022;12:05:00 am;1213.234;1107.967;1147.323;04/01/2022;12:05:00 am;;;;04/01/2022;12:05:00 am;;;;04/01/2022;12:05:00 am;108.611;36.109;72.315;04/01/2022;12:05:00 am;-2.851;-2.888;-2.876;;;;;
04/01/2022;12:10:00 am;1155.220;1065.902;1129.407;04/01/2022;12:10:00 am;;;;04/01/2022;12:10:00 am;;;;04/01/2022;12:10:00 am;179.102;52.440;97.075;04/01/2022;12:10:00 am;-2.872;-2.904;-2.888;;;;;
04/01/2022;12:15:00 am;1149.688;1065.413;1099.530;04/01/2022;12:15:00 am;;;;04/01/2022;12:15:00 am;;;;04/01/2022;12:15:00 am;174.086;76.596;133.019;04/01/2022;12:15:00 am;-2.891;-2.925;-2.909;;;;;
04/01/2022;12:20:00 am;1175.940;1057.686;1115.496;04/01/2022;12:20:00 am;;;;04/01/2022;12:20:00 am;;;;04/01/2022;12:20:00 am;185.275;64.329;117.568;04/01/2022;12:20:00 am;-2.896;-2.907;-2.902;;;;;
04/01/2022;12:25:00 am;1159.383;1074.547;1108.613;04/01/2022;12:25:00 am;;;;04/01/2022;12:25:00 am;;;;04/01/2022;12:25:00 am;162.162;68.148;123.016;04/01/2022;12:25:00 am;-2.888;-2.912;-2.901;;;;;
04/01/2022;12:30:00 am;1147.745;1071.249;1104.119;04/01/2022;12:30:00 am;;;;04/01/2022;12:30:00 am;;;;04/01/2022;12:30:00 am;184.299;78.806;129.891;04/01/2022;12:30:00 am;-2.885;-2.915;-2.900;;;;;
04/01/2022;12:35:00 am;1128.876;976.285;1066.161;04/01/2022;12:35:00 am;;;;04/01/2022;12:35:00 am;;;;04/01/2022;12:35:00 am;292.979;129.450;180.375;04/01/2022;12:35:00 am;-2.882;-2.927;-2.902;;;;;
04/01/2022;12:40:00 am;1113.593;986.762;1074.462;04/01/2022;12:40:00 am;;;;04/01/2022;12:40:00 am;;;;04/01/2022;12:40:00 am;291.841;112.094;164.622;04/01/2022;12:40:00 am;-2.893;-2.916;-2.901;;;;;
04/01/2022;12:45:00 am;1076.245;929.192;994.303;04/01/2022;12:45:00 am;;;;04/01/2022;12:45:00 am;;;;04/01/2022;12:45:00 am;358.827;169.162;272.874;04/01/2022;12:45:00 am;-2.898;-2.926;-2.914;;;;;
04/01/2022;12:50:00 am;1046.912;931.315;1002.729;04/01/2022;12:50:00 am;;;;04/01/2022;12:50:00 am;;;;04/01/2022;12:50:00 am;381.711;206.999;279.260;04/01/2022;12:50:00 am;-2.899;-2.926;-2.913;;;;;
04/01/2022;12:55:00 am;1034.903;966.520;1002.016;04/01/2022;12:55:00 am;;;;04/01/2022;12:55:00 am;;;;04/01/2022;12:55:00 am;304.818;162.837;218.337;04/01/2022;12:55:00 am;-2.916;-2.944;-2.931;;;;;
04/01/2022;1:00:00 am;1031.375;849.589;969.854;04/01/2022;1:00:00 am;;;;04/01/2022;1:00:00 am;;;;04/01/2022;1:00:00 am;394.522;177.640;261.403;04/01/2022;1:00:00 am;-2.926;-2.955;-2.942;;;;;
04/01/2022;1:05:00 am;1081.944;930.634;1011.248;04/01/2022;1:05:00 am;;;;04/01/2022;1:05:00 am;;;;04/01/2022;1:05:00 am;327.037;125.394;215.520;04/01/2022;1:05:00 am;-2.909;-2.941;-2.923;;;;;
04/01/2022;1:10:00 am;1075.950;967.323;1028.666;04/01/2022;1:10:00 am;;;;04/01/2022;1:10:00 am;;;;04/01/2022;1:10:00 am;280.887;122.440;177.231;04/01/2022;1:10:00 am;-2.912;-2.935;-2.924;;;;;
04/01/2022;1:15:00 am;1083.708;949.665;1020.927;04/01/2022;1:15:00 am;;;;04/01/2022;1:15:00 am;;;;04/01/2022;1:15:00 am;295.617;115.992;202.651;04/01/2022;1:15:00 am;-2.868;-2.930;-2.907;;;;;
04/01/2022;1:20:00 am;1083.872;1001.071;1046.594;04/01/2022;1:20:00 am;;;;04/01/2022;1:20:00 am;;;;04/01/2022;1:20:00 am;231.760;97.323;161.919;04/01/2022;1:20:00 am;-2.825;-2.853;-2.834;;;;;
04/01/2022;1:25:00 am;1109.034;999.297;1063.680;04/01/2022;1:25:00 am;;;;04/01/2022;1:25:00 am;;;;04/01/2022;1:25:00 am;191.502;80.018;128.219;04/01/2022;1:25:00 am;-2.818;-2.845;-2.830;;;;;
04/01/2022;1:30:00 am;1121.193;1042.338;1086.410;04/01/2022;1:30:00 am;;;;04/01/2022;1:30:00 am;;;;04/01/2022;1:30:00 am;164.874;59.896;110.412;04/01/2022;1:30:00 am;-2.797;-2.825;-2.812;;;;;
04/01/2022;1:35:00 am;1108.122;982.526;1060.115;04/01/2022;1:35:00 am;;;;04/01/2022;1:35:00 am;;;;04/01/2022;1:35:00 am;258.993;115.250;167.463;04/01/2022;1:35:00 am;-2.781;-2.817;-2.805;;;;;
04/01/2022;1:40:00 am;1097.432;1014.820;1041.599;04/01/2022;1:40:00 am;;;;04/01/2022;1:40:00 am;;;;04/01/2022;1:40:00 am;251.779;143.954;194.942;04/01/2022;1:40:00 am;-2.802;-2.856;-2.837;;;;;
04/01/2022;1:45:00 am;1200.697;1006.168;1073.439;04/01/2022;1:45:00 am;;;;04/01/2022;1:45:00 am;;;;04/01/2022;1:45:00 am;270.889;155.806;208.250;04/01/2022;1:45:00 am;-2.823;-2.842;-2.834;;;;;
04/01/2022;1:50:00 am;1126.821;1033.938;1078.444;04/01/2022;1:50:00 am;;;;04/01/2022;1:50:00 am;;;;04/01/2022;1:50:00 am;271.435;155.683;206.668;04/01/2022;1:50:00 am;-2.826;-2.853;-2.840;;;;;
04/01/2022;1:55:00 am;1113.554;962.573;1044.963;04/01/2022;1:55:00 am;;;;04/01/2022;1:55:00 am;;;;04/01/2022;1:55:00 am;306.025;179.676;234.252;04/01/2022;1:55:00 am;-2.839;-2.868;-2.853;;;;;
04/01/2022;2:00:00 am;1242.587;1019.792;1124.728;04/01/2022;2:00:00 am;;;;04/01/2022;2:00:00 am;;;;04/01/2022;2:00:00 am;325.054;137.098;203.776;04/01/2022;2:00:00 am;-2.845;-2.882;-2.861;;;;;
04/01/2022;2:05:00 am;1154.125;978.447;1079.590;04/01/2022;2:05:00 am;;;;04/01/2022;2:05:00 am;;;;04/01/2022;2:05:00 am;425.392;206.739;284.698;04/01/2022;2:05:00 am;-2.849;-2.876;-2.861;;;;;
04/01/2022;2:10:00 am;1148.095;924.119;1041.606;04/01/2022;2:10:00 am;;;;04/01/2022;2:10:00 am;;;;04/01/2022;2:10:00 am;471.580;189.145;320.149;04/01/2022;2:10:00 am;-2.832;-2.881;-2.862;;;;;
04/01/2022;2:15:00 am;1174.143;981.359;1082.851;04/01/2022;2:15:00 am;;;;04/01/2022;2:15:00 am;;;;04/01/2022;2:15:00 am;390.024;117.977;235.428;04/01/2022;2:15:00 am;-2.825;-2.869;-2.847;;;;;
